hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,72,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,157.67,0,0
Resort Hotel,143,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,165,0,2
Resort Hotel,47,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,113.43,0,0
Resort Hotel,104,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,161.29,0,1
Resort Hotel,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,167.86,1,0
Resort Hotel,82,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,103.07,0,1
Resort Hotel,104,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,161.29,0,0
Resort Hotel,346,4,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0
Resort Hotel,0,1,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.86,0,1
Resort Hotel,35,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,128,1,1
Resort Hotel,34,1,1,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115.2,0,1
Resort Hotel,83,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.55,0,0
Resort Hotel,41,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,120.33,0,1
Resort Hotel,26,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,126.67,0,2
Resort Hotel,143,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,130.33,0,3
Resort Hotel,26,1,2,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.46,0,1
Resort Hotel,0,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.33,0,1
Resort Hotel,42,1,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.83,0,2
Resort Hotel,6,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,120.33,0,1
Resort Hotel,28,1,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,2
Resort Hotel,26,1,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,0,Transient,155.5,0,0
Resort Hotel,10,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,122.6,0,0
Resort Hotel,59,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,105.5,0,2
Resort Hotel,159,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,101.44,0,0
Resort Hotel,124,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,160,0,0
Resort Hotel,60,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.5,0,1
Resort Hotel,26,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.29,0,2
Resort Hotel,160,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.75,0,0
Resort Hotel,68,3,8,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,113.55,0,3
Resort Hotel,38,0,2,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,123,0,0
Resort Hotel,47,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,1
Resort Hotel,48,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,151,0,0
Resort Hotel,48,0,3,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient,134.67,0,1
Resort Hotel,27,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,153,0,2
Resort Hotel,71,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.67,0,1
Resort Hotel,85,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,111,0,0
Resort Hotel,132,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123,0,1
Resort Hotel,50,0,4,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,119,0,0
Resort Hotel,122,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,155,0,2
Resort Hotel,64,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,109,0,2
Resort Hotel,48,0,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,A,B,2,No Deposit,0,Transient,158,0,0
Resort Hotel,0,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,128,0,0
Resort Hotel,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,113,0,0
Resort Hotel,5,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,0,Transient,113,0,0
Resort Hotel,161,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,93.12,0,2
Resort Hotel,62,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,128,0,0
Resort Hotel,161,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,93.12,0,2
Resort Hotel,333,1,5,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.7,0,0
Resort Hotel,27,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,101.03,0,0
Resort Hotel,73,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,120.71,0,1
Resort Hotel,123,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,82.72,0,1
Resort Hotel,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,131,0,2
Resort Hotel,97,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,120.71,0,0
Resort Hotel,73,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.71,0,0
Resort Hotel,97,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,136,0,0
Resort Hotel,27,2,6,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient-Party,186,0,1
Resort Hotel,27,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,114.19,0,1
Resort Hotel,27,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,186,0,2
Resort Hotel,140,2,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,86.95,1,0
Resort Hotel,62,2,10,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,113,0,2
Resort Hotel,381,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,82.88,0,0
Resort Hotel,0,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,Transient,134,0,0
Resort Hotel,149,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,155,0,3
Resort Hotel,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,146,0,0
Resort Hotel,149,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,155,0,3
Resort Hotel,4,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154.25,0,0
Resort Hotel,104,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,71.69,0,0
Resort Hotel,104,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,71.69,0,0
Resort Hotel,68,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,0,Transient,150.71,1,0
Resort Hotel,4,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,57,0,0
Resort Hotel,71,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,153,0,0
Resort Hotel,149,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,153,0,0
Resort Hotel,1,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,131.4,0,0
Resort Hotel,55,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,90.4,1,0
Resort Hotel,154,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.2,0,0
Resort Hotel,154,0,3,2,0,0,BB,SMR,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.2,0,0
Resort Hotel,57,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,65.5,1,0
Resort Hotel,154,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.2,0,0
Resort Hotel,304,0,3,40,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Group,0,0,0
Resort Hotel,297,1,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,0,0
Resort Hotel,48,2,8,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,I,0,No Deposit,0,Transient,153,0,0
Resort Hotel,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,117.9,0,0
Resort Hotel,105,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,153,0,0
Resort Hotel,77,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123,0,0
Resort Hotel,29,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,79.5,0,0
Resort Hotel,23,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,155,0,0
Resort Hotel,28,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,116.8,0,0
Resort Hotel,29,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,151.88,0,1
Resort Hotel,30,0,1,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,143.5,0,0
Resort Hotel,15,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,163,0,0
Resort Hotel,74,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,143,0,0
Resort Hotel,333,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,0,0,0
Resort Hotel,314,2,5,2,1,0,HB,PRT,Direct,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,154.14,0,0
Resort Hotel,74,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,113,0,0
Resort Hotel,94,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,153,0,0
Resort Hotel,54,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,131,0,2
Resort Hotel,74,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123,0,0
Resort Hotel,1,2,6,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,153,0,0
Resort Hotel,50,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,123,0,0
Resort Hotel,155,3,6,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,197,0,2
Resort Hotel,323,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,97.5,0,1
Resort Hotel,323,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,97.5,0,1
Resort Hotel,116,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,3
Resort Hotel,32,1,0,2,0,0,HB,PRT,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,0,Transient,149,0,0
Resort Hotel,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,123,0,1
Resort Hotel,26,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,117.8,0,1
Resort Hotel,73,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,1
Resort Hotel,26,2,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,198,0,2
Resort Hotel,27,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Contract,124.8,0,0
Resort Hotel,75,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89,0,0
Resort Hotel,60,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146,0,0
Resort Hotel,61,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,131,0,3
Resort Hotel,142,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,103.85,0,1
Resort Hotel,90,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,113,0,1
Resort Hotel,136,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,99.8,0,0
Resort Hotel,336,1,2,50,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Group,0,0,0
Resort Hotel,55,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,131,0,1
Resort Hotel,105,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,0
Resort Hotel,109,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123,0,0
Resort Hotel,40,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.29,0,2
Resort Hotel,75,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,2
Resort Hotel,144,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.96,0,0
Resort Hotel,302,0,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.47,0,0
Resort Hotel,302,0,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.47,0,0
Resort Hotel,302,0,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,84.47,0,0
Resort Hotel,61,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,156,0,0
Resort Hotel,12,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98,0,1
Resort Hotel,47,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.9,0,2
Resort Hotel,344,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.95,0,0
Resort Hotel,0,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,0,Transient,146,0,2
Resort Hotel,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,146,0,2
Resort Hotel,20,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,124.8,0,0
Resort Hotel,1,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,124.4,0,0
Resort Hotel,159,2,7,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,82,0,2
Resort Hotel,78,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.67,0,1
Resort Hotel,159,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,82,0,1
Resort Hotel,114,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.05,0,1
Resort Hotel,27,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,119.7,0,1
Resort Hotel,114,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.05,0,1
Resort Hotel,114,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.05,0,0
Resort Hotel,94,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,120.43,0,0
Resort Hotel,132,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,82,0,2
Resort Hotel,56,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,208,0,2
Resort Hotel,147,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,70.48,0,0
Resort Hotel,80,1,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,133,0,1
Resort Hotel,114,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.05,0,1
Resort Hotel,310,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,58.95,0,0
Resort Hotel,148,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,97.99,0,0
Resort Hotel,101,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89,0,1
Resort Hotel,101,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,153,0,1
Resort Hotel,172,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,36,0,0
Resort Hotel,171,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,59.13,0,1
Resort Hotel,145,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,129,0,2
Resort Hotel,121,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,82,0,2
Resort Hotel,340,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,0,0,0
Resort Hotel,127,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.7,0,0
Resort Hotel,149,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,73.8,0,1
Resort Hotel,12,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.75,0,0
Resort Hotel,178,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,91,0,1
Resort Hotel,178,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,91,0,1
Resort Hotel,10,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,138.6,0,0
Resort Hotel,120,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,107,0,2
Resort Hotel,123,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,70.2,0,1
Resort Hotel,94,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,79.5,0,0
Resort Hotel,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,120,0,2
Resort Hotel,108,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,77.2,0,0
Resort Hotel,94,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89,0,0
Resort Hotel,175,0,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,0,0,0
Resort Hotel,105,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.4,0,0
Resort Hotel,81,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,103.8,0,1
Resort Hotel,103,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,122.14,0,0
Resort Hotel,96,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,90.14,0,0
Resort Hotel,81,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,103.8,0,1
Resort Hotel,116,4,11,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.53,0,0
Resort Hotel,64,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,129,0,1
Resort Hotel,65,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,77.75,0,1
Resort Hotel,121,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74,0,0
Resort Hotel,65,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.5,0,1
Resort Hotel,95,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89,0,0
Resort Hotel,97,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89,0,1
Resort Hotel,97,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,1
Resort Hotel,105,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83,0,0
Resort Hotel,89,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89,0,2
Resort Hotel,62,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83,0,0
Resort Hotel,76,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.71,0,1
Resort Hotel,35,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,114,0,0
Resort Hotel,101,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83,0,0
Resort Hotel,102,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.2,0,0
Resort Hotel,32,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,126,0,0
Resort Hotel,102,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,99,0,0
Resort Hotel,77,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.33,0,1
Resort Hotel,36,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,162,0,1
Resort Hotel,124,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83,0,0
Resort Hotel,68,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,114,0,0
Resort Hotel,347,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,0,0,0
Resort Hotel,65,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89,0,2
Resort Hotel,92,4,10,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,125.71,0,0
Resort Hotel,114,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,0
Resort Hotel,106,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.4,0,0
Resort Hotel,158,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,1
